source_id,ra,dec,r_est
4689575048489041792,6.510252428198313,-72.24772507504629,1844.79111615511
4689574120776186368,6.311748096233913,-72.29947119021735,3172.29489265046
4689570336898548480,6.2113001164184265,-72.3788240780542,3151.80679427705
4689574395654137088,6.086020318108281,-72.32126921636704,3700.20384207175
4689580958352632576,6.615810398188133,-72.2253426184194,3259.33979662787
4689573433581463424,6.244226551587536,-72.33981225659112,1896.27506601278
4689571956112883072,5.965585282579264,-72.36733894020028,3836.48124397355
4689575117208514816,6.476961881849701,-72.24042925295028,2027.24191762804
4689569963247933440,6.211362724540286,-72.40147703504881,2585.21015422336
4689579820189664512,6.576726672702338,-72.28016013368651,1731.82004520367
4689570027660863232,6.176365251319313,-72.395774197686,2623.40437974443
4689558036113981952,6.778990949301264,-72.51645978373239,1870.15442421689
4689570753521876096,6.33474190511972,-72.35546984055408,4214.02205970792
4689569997596667776,6.137781263988575,-72.4054786338892,1455.87691362898
4689569684063477760,6.391760681904436,-72.39060162631563,2672.49937755939
4689570375553453952,6.267873700300904,-72.37122313199971,2252.52011848916
4689575048489038848,6.499705687152346,-72.24403068648186,3250.23141368134
4689574116486824832,6.345325879544392,-72.29408939425409,1750.10552515272
4689572570281608192,5.821732075157498,-72.3644322885388,2429.52891757371
4689573223116578176,6.115093511444123,-72.37940567582196,1871.48366781339
4689563636767295872,6.658017052352255,-72.38627608053241,1954.40104824929
4689574876690411648,6.324845290088189,-72.2821101464718,2924.07577774111
4689579961931627776,6.645416286965819,-72.26212861941893,3670.63126689498
4689573566735768448,6.111268097306188,-72.33489938849134,2625.6204113976
4689552882153800448,6.416232310305574,-72.5670527632766,1594.99119753343
4689581057138937216,6.669965377860707,-72.2138886406044,2046.92074491585
4689553225750926976,6.389972271917278,-72.53037623266829,2082.52349481944
4689573498016292224,6.1148689466461255,-72.35231283381778,2398.64433209214
4689574322650012800,6.111657274847481,-72.32478221483628,2501.07629000165
4689558860747741696,6.97447988216628,-72.45265844548605,1960.24838269163
4689565908798608256,7.059879213510024,-72.28123430119868,2604.00347878451
4689580163785900800,6.548026928726543,-72.24485581009522,2953.77392342636
4689563774188521472,6.748449761080432,-72.3620507137505,2250.54611292202
4689561918764598144,7.464427313330139,-72.32582218325345,2181.37588317297
4689572368429751808,5.802620912375363,-72.3858933934777,3959.90522129978
4689548247881026688,5.268253329906979,-72.48621595272867,1885.19754325543
4689573257497020672,6.200138384178744,-72.36460600040498,1972.63971794755
4689548827704720128,5.413218084149116,-72.44343305845874,1820.34134796881
4689557142758824192,6.296502805035495,-72.46619071364006,2035.17956837509
4689578450103045760,7.214163524141152,-72.2195069988866,4441.29630501934
4689577419310956672,6.784526857152524,-72.24587968854424,1818.37925940395
4689553363187546496,6.523104549015663,-72.50133469095668,3473.38345395543
4689566351169198720,7.267032299884535,-72.25196176489744,2038.23681503427
4689555635225793280,6.1803399361557885,-72.56171810534144,1560.22635414491
4689547212794405888,5.257356957102181,-72.51430530983872,2267.75033908025
4689573704153106176,6.232389529555753,-72.31254004128779,3056.23849654768
4689559994617194624,6.991856438421326,-72.39938459666493,3370.86348946273
4689562262359838720,6.67303893797332,-72.45780197219186,2412.06113531102
4689574769326741504,6.251865481939218,-72.27499697256975,2975.00010504152
4689555154189456896,5.965913283197782,-72.53927441810055,2958.91741878241
4689563911627465088,6.882962156033873,-72.36154319959357,2686.29671035189
4689575151568292736,6.327781632686215,-72.25927149921183,3162.36812165234
4689573841592059520,6.352045760086647,-72.30931807475122,3129.76564001219
4689563263087509632,6.950277384757988,-72.35685543121797,2472.33780938186
4689569207333693568,6.217053834243604,-72.41300722063781,4224.41301676071
4689568550192025216,5.911843622816006,-72.44317965444854,2197.18247743607
4689574391347866880,6.125653743848644,-72.31725787163688,2642.52885941758
4689581022777704192,6.582031137749955,-72.21529827588344,2820.30964981562
4689575456499574272,6.613520236217801,-72.3650751247377,3447.47567863368
4689575014129339904,6.408008345948209,-72.2693022399581,4203.67110530248
4689561579471639040,7.232773895547496,-72.3604570916814,3171.00768633932
4689574666225878784,6.092983265205273,-72.29004411851693,2746.21960845271
4689575319061104640,6.4755607571757805,-72.22809068608366,2274.17332830533
4689574258215095936,6.421410748572511,-72.27092886922892,3459.80672031158
4689560067631939968,7.122107482603716,-72.45969181910844,2525.53896588333
4689572845159584128,6.069045663227038,-72.33545546492272,2693.51376931387
4689575662675840896,6.748860233881041,-72.3339571871131,2169.99734617907
4689576319799392768,6.773299814517314,-72.30490293955074,2044.04962511642
4689579274736747264,7.2261241377304595,-72.18772029896952,1649.0719699265
4689572432842596864,5.717265260012479,-72.38909375399156,2386.5591921229
4689558207910630272,6.719555763705892,-72.51510353569395,2977.6017577548
4689575117197156608,6.4540312001233815,-72.24141957540267,2136.23222943479
4689577075702251520,6.772853565678643,-72.28221060851496,3214.8754514631
4689565736999912064,7.153544416008697,-72.28692311940537,4122.42170052468
4689580473023390336,6.8342137532829526,-72.21547179981927,2036.36275060425
4689569310412907264,6.231945923460275,-72.40932393189784,2592.50061388981
4689547079649925888,5.3739772965006845,-72.5213023708427,1923.77739401394
4689546663041159296,5.049753356217255,-72.50864816266936,1996.71363985449
4689579343456217984,7.2182438910905,-72.17334904757715,4422.69762150122
4689566591692802048,7.390022465196404,-72.21906221798986,1455.47770201756
4689581160233938560,6.714692123432966,-72.18120981677697,1672.62063239082
4689579888906115968,6.544414662928567,-72.27472328486834,3210.54310430958
4689569997607681152,6.129907783237966,-72.41154117769041,3407.83905230429
4689550099016270336,6.149213502464852,-72.63006403658898,1605.74271700626
4689576869555213824,6.563150580184946,-72.28813435226732,1788.46286872117
4689573326217601280,6.187710663575142,-72.35223283833943,2661.57709098326
4689574258215098368,6.409865397006426,-72.27138702714697,3062.22680193616
4689575284703056384,6.4099806017692655,-72.24019320458608,2503.6436780681
4689575800098846592,6.60208973977724,-72.33413618695334,1990.1727922576
4689568721990780416,6.055228891877549,-72.40980297438387,3610.17047191257
4689565595254726400,7.017536950268558,-72.32788043072195,2241.31077536904
4689557692518654336,6.475411011374102,-72.42292098679137,1467.60785559798
4689573914606406784,6.441677775764804,-72.3034985216108,2818.79733661658
4689571784314075136,5.997212802327457,-72.39417739569792,3725.17026636587
4689545357368460800,5.191115260739343,-72.57298278598675,2213.1765547059
4689570886671756160,6.469707614179421,-72.32779717667864,2131.35347233397
4689570817951923200,6.339539344542228,-72.34735859624911,2039.55707228367
4689577384951226240,6.814275441342801,-72.25760788927633,3074.46955234144
4689573845898298880,6.309314149315321,-72.31824626580602,4139.78542013996
4689581508119764352,6.791208618050814,-72.17790624046015,3537.29399730247
4689580713557381120,6.749397601769969,-72.20824361308216,2834.94370519788
4689571853033676800,5.887895115183073,-72.40118070290929,4318.36579483307
4689572265350537600,5.7871999886172185,-72.39100334711144,3081.95488206526
4689555562210821120,6.050457030271943,-72.50023923262103,3295.30659548876
4689570165101975040,6.271532731802129,-72.38380761714993,2136.90947795502
4689579510955414144,7.390756922980436,-72.144550656288,2998.15432862609
4689568795016837376,6.073723001784943,-72.40312634514127,2940.32996910061
4689579510955414272,7.355896192659257,-72.14533401583918,2228.53793340159
4689567416320595712,6.093634690443432,-72.47233499688411,2322.01527042541
4689559822820423040,6.843644058416448,-72.43815326942791,2024.73793189411
4689581297672654592,6.5502245878146335,-72.19146510029572,2286.10437367347
4689563533670293248,6.713760502894529,-72.38858874547424,2852.75674194422
4689555252973130880,6.103956461827744,-72.53274558531645,2100.16563008533
4689557829955533568,6.676245420246791,-72.55991095757149,1637.69978420052
4689579614048141696,7.1818859645579485,-72.16320107636156,1774.0029684827
4689574219571103872,6.49181417836342,-72.27208941352568,2269.34977816817
4689580232503628800,6.651695582443306,-72.2431122758921,2484.27602714789
4689580236809510016,6.633817039591662,-72.2364893975909,3328.42346526021
4689573811538550784,6.4047042098872655,-72.31836899781817,4084.19836744852
4689572162271328896,5.716123977909416,-72.41102091218062,2414.75705690644
4689567592426127232,6.057688572824229,-72.45957796189344,4130.02072700429
4689574288268826496,6.509971268940205,-72.25998771934964,2535.7634681989
4689578312664076928,7.362426632784641,-72.20854196322298,4267.98320222874
4689573257498131840,6.18766611987347,-72.36057951708943,2009.33634160807
4689575112923088384,6.455682917343354,-72.24240494039525,2718.30544143529
4689580236809511168,6.625741473708056,-72.23707279860824,4555.53001042308
4689575387780658176,6.443903519299988,-72.21500565332096,3007.42545456789
4689579991987020160,6.718656150987837,-72.24622085559345,1836.07317031528
4689552710369473792,6.233090965350826,-72.56280932997133,2668.76390067223
4689551473404259328,6.397397111289643,-72.6079334217432,2132.0508163768
4689557731169743488,6.520391119701007,-72.41007978684041,1919.22600568265
4689565496481691776,7.407831157405097,-72.25691512662448,3574.23416458349
4689550958013605632,5.977433277496338,-72.63032310735363,2902.00591672988
4689579304796014336,7.265716745420834,-72.17610947125365,1546.2073596876
4689574155124555520,6.376018142228739,-72.28345632593278,2835.6134167275
4689581130151302912,6.6212237034312045,-72.20574760366542,2853.39858868347
4689576835195476224,6.604143499131281,-72.29323548325448,3157.15304115989
4689562988220975360,6.927929948337177,-72.38721992864133,3230.60323132724
4689574185189548416,6.449019200851226,-72.27700938565667,3306.21729453764
4689551988800006144,6.523641028113029,-72.57565556265942,1988.87908293455
4689561545111930624,7.171629925770199,-72.38040053601895,4478.72375764341
4689546216361953920,4.86261427294347,-72.55388459795185,2690.54576918925
4689544945056728704,4.8117404932919285,-72.62657065939598,2235.26582130453
4689570890949464960,6.442476379892064,-72.32717518559016,2301.36975641478
4689581538196362112,6.743013317652267,-72.17615020305772,1622.13207063583
4689557486356268672,6.506964140751949,-72.42820587727851,3120.32058915326
4689573674099610624,6.268528994858635,-72.3178722538549,2963.99434914316
4689578862419913344,7.08672311759549,-72.21810710567584,4283.94879896471
4689574185211364608,6.457408380684015,-72.28035733214928,2718.91569625368
4689553363189565056,6.534844955914165,-72.50219332773172,1737.24779326296
4689573708459349632,6.222966849558978,-72.3131802508359,2788.02315546209
4689576487313966464,6.951746057251493,-72.2617542165512,4081.83585626754
4689549480536963072,5.913117848229798,-72.68960714915801,1918.72164001704
4689554256540662144,5.933895187705153,-72.59173775692891,3237.02440033827
4689568790710260352,6.045084247759706,-72.40816524427822,2770.77647391377
4689552714648224256,6.237516802537351,-72.56707919117903,1407.76971534819
4689578896779633920,7.181180234540303,-72.1980482874625,3162.97256264331
4689578931127985792,7.122145749370371,-72.20340500590017,1381.44577338556
4689580885338864768,6.893275210145073,-72.16974466803288,3094.75122664757
4689569722718436992,6.331721138487929,-72.39557879435172,2486.21495891551
4689554256540663680,5.952079257060989,-72.58832631501467,2720.09836715929
4689575941842284416,6.710135018733622,-72.30963549174304,3402.58392324958
4689574597528059264,6.112451998466649,-72.2972110654921,2414.33343393372
4689547487674901120,5.5200979949149085,-72.48774935320394,2040.90569802907
4689556734748709248,6.175072389509793,-72.5167365054886,2351.3115975957
4689573394915372416,6.295041815565618,-72.33803004854873,3298.49444215056
4689575014129325568,6.432126413647935,-72.25706893331467,4449.20649899912
4689572261046323840,5.751100775801301,-72.40951242043755,2014.42793629954
4689574941125614208,6.327125886238098,-72.26769313268922,2162.62991768579
4689551920080528000,6.529188293179415,-72.5827712823567,2031.0425470623
4689575220276412928,6.306006846941695,-72.25222097096419,2334.42644392704
4689571711288027392,5.986831247778793,-72.40814777345005,2665.2930974354
4689581405040555392,6.639890909758696,-72.17175960761392,4148.46305147433
4689579377815950848,7.253446179186011,-72.16804043806157,4379.46241141993
4689565457815906688,7.344049232690967,-72.27404517335863,3483.21985870903
4689574601801217536,6.117247748895093,-72.29709742820678,2547.90024700964
4689562988209873792,6.95407638777341,-72.39063184772672,1485.34458795528
4689576590371056768,6.567642524139583,-72.32380310168735,1473.68340681651
4689570856601068672,6.374091552457643,-72.3346715084721,2368.74805143971
4689563056940465024,6.853229070679807,-72.39403156054973,1913.78010462329
4689573948977692672,6.50717456884372,-72.29438613247743,1798.00989169221
4689579579673934976,7.273424799117244,-72.15478742134864,1665.71407476243
4689577110073324928,6.842416617859412,-72.26589990711084,3327.04249082681
4689576521653593472,6.543128634278543,-72.33015353724274,2552.28775225557
4689580271169232000,6.705009684804895,-72.227742541708,2419.80442076887
4689575662658109824,6.764568669757006,-72.32141316503038,2748.70800665193
4689563915933892992,6.87826104002312,-72.36376990180108,3244.43462740896
4689573364850969088,6.235411523340552,-72.35645127335039,1576.94475567115
4689570714855806080,6.522518875435526,-72.32208524209513,2198.20989590129
4689579751473591680,7.301547875389337,-72.1317745043543,3039.40337620836
4689580438684801408,6.7849652521338895,-72.21657940634758,1566.5636657251
4689555807035770880,6.361578745462088,-72.52754869107991,2420.05325727243
4689577483726127104,6.871956045884345,-72.24458746242901,1468.79061641001
4689564186505436288,6.89369330086033,-72.33626338650188,2207.14359513414
4689555841395510016,6.303981033132538,-72.52347130995717,2776.68938148874
4689569580984247296,6.46857252670498,-72.39492254321767,2592.96693359244
4689571298971100416,5.678890185443951,-72.4465851255668,3551.82286822437
4689574979758245632,6.37038408999018,-72.26035288774064,2793.79268551986
4689571818662764672,6.08550688168594,-72.36586021825654,1396.50524695938
4689575009823919488,6.4486332266508,-72.25211310296598,3307.55636113439
4689572089261367680,6.05051660800472,-72.34876706758854,2594.32657282479
4689581164522388736,6.710675011718933,-72.18165067812573,1772.83990335694
4689568515834840320,6.052916574348416,-72.42256081752413,1582.24252376876
4689573124343978624,6.014113507907348,-72.32013987332621,3039.91230171379
4689573674088638080,6.274481933783347,-72.32315389469682,1529.69431971651
4689570474337488000,6.326931442556621,-72.3806400379778,3064.12069675372
4689581233241899776,6.588964211755414,-72.20692145633089,3036.15425677572
4689573914617758336,6.434143680301354,-72.31488155076013,4072.58967484594
4689574116470016640,6.33184263911225,-72.29777226501443,3450.82185885529
4689563086993702272,6.904787585428867,-72.37787958948829,2691.85655873853
4689549377457743104,5.757128831883342,-72.7058953736877,2091.71605747543
4689551890025608704,6.505295319858586,-72.58515980086214,2898.32539852609
4689577277566074240,6.8888189684418215,-72.24572903584719,2562.80418000159
4689580030651088256,6.6422412847190495,-72.24579577350566,3395.82080598124
4689573158703717888,5.973449885450232,-72.32309509838306,4203.98982603644
4689562850782049408,6.850050544764352,-72.41000937224764,3017.30366885184
4689549411817481216,5.8054266339172615,-72.70317291322954,2725.43124345418
4689573635433552128,6.202084824703099,-72.3379126786857,2823.66483179852
4689567828637437568,5.762802048488535,-72.49423077276015,3277.77446062076
4689574356988121216,6.170736927113055,-72.31831925136085,2044.53484877482
4689578858114168320,7.125561887214261,-72.20520941056421,2653.65584365635
4689573158703718272,5.962572172291538,-72.32478962180723,3149.31471543496
4689573399221714048,6.304141118225794,-72.33334133569262,4569.2536196421
4689567141442670080,5.85313897599079,-72.49197951309382,2898.53863589813
4689574017696936832,6.470855833385141,-72.28367051667107,3608.04940124592
4689557280197780480,6.410210400041529,-72.46232641208657,2851.52043120268
4689568756350504832,5.999595195283682,-72.41689125193814,2999.16549061504
4689577075713623680,6.766380490506815,-72.29153869158502,2066.26051463392
4689581228943123456,6.58251951380058,-72.20035664228465,3401.66622701348
4689577488030418944,6.862055521129931,-72.23857525803838,1760.53207507632
4689567214468911360,6.009470700341395,-72.49794981350682,3718.89831639828
4689567210164721152,5.959924796893068,-72.50898601936555,2405.7148119351
4689578450091654016,7.207645190696062,-72.21916210181583,1684.64728621412
4689574292574817536,6.48710947889189,-72.26182449585528,2060.15200472673
4689562124921130752,7.435629375887752,-72.31970193758103,2475.59395897961
4689563086993697664,6.910549512302643,-72.37969048236171,2389.44609269685
4689574498733313152,6.2426886440817695,-72.29553514067248,2879.78566453025
4689570753522030208,6.338227280658206,-72.34926020537613,2034.44617014365
4689573326198282496,6.173339439527692,-72.35581556090077,1630.90386078564
4689570508719116416,6.41931180168249,-72.35791487833905,1622.14366246727
4689552714659331712,6.232495081572328,-72.56357536999722,3465.70729737527
4689581091497203712,6.709841927015134,-72.205836225054,2236.91713847324
4689558929465143168,6.6494555770487125,-72.51145976034242,3493.28716411401
4689570822241505664,6.349878186704465,-72.33909432731618,2729.14881471258
4689559547940494336,6.8451775509309485,-72.45991558591811,2146.50019022925
4689577728548589440,7.053171613049478,-72.26167609050972,1917.67210308558
4689555493494684032,6.046748638110441,-72.51818479480757,1529.48850161145
4689581439400282240,6.6985914704490925,-72.1609203678619,3322.10174422763
4689568721993276672,6.075336453999711,-72.41581345550954,2011.82882427726
4689574807971222400,6.225839932888438,-72.27145260761024,1628.2082223704
4689575353437585536,6.409602085027096,-72.22357689845961,1616.5027106301
4689573571009468160,6.105838884186421,-72.33769317503295,1591.86126568118
4689556524283516288,6.417252842985941,-72.47431461566912,2970.13147320695
4689575215998349184,6.309346245201397,-72.25013772636912,2813.26003165752
4689557353212660352,6.378174887035149,-72.45474710782793,1596.44206992675
4689581194576421504,6.547851497200241,-72.20881777747294,2848.72177285761
4689552508500900608,6.3650767433074655,-72.57419073682486,2055.6910019165
4689574082127206784,6.3873452522287,-72.29256780742152,3067.18962893714
4689548449748364928,5.394090735131897,-72.43871773577851,1616.26465155464
4689574597510066432,6.0811915126138,-72.31079322697869,1687.89508774219
4689580301224681216,6.648064052554203,-72.22707208689224,2059.24463009907
4689572986905028992,5.959394030580604,-72.33924909537635,4440.82226940509
4689575220287751680,6.329874640714341,-72.24253297611892,3769.43595176793
4689573772872504960,6.330007900713782,-72.33311481290022,3126.25782362631
4689574116470021120,6.323031706007713,-72.2944209066181,3343.50222811949
4689575563873871744,6.717301952773366,-72.34986438652322,3202.28761601272
4689562399798843648,6.80371981527252,-72.42371018805174,2208.29519490783
4689570341205035136,6.246731439675799,-72.37115541951087,2861.74747909257
4689570543074021632,6.340882223284075,-72.36941778589758,1697.36206568756
4689562571597537024,6.616478063611462,-72.42885656668813,2419.02506009761
4689572780746599552,5.960081345135866,-72.34242788792442,3250.28267178674
4689551782641570560,6.430346088046505,-72.60957764979639,1971.58164126308
4689549583618639232,6.011293957269378,-72.69061059615653,2118.28577568607
4689581061443212672,6.642080345125913,-72.21863121454257,3287.80619070779
4689574292574821120,6.484058820200748,-72.263870824282,3125.38576882044
4689566213731954816,7.363085685638829,-72.2559592570406,1682.73341889225
4689578484462777344,7.25534729501849,-72.2130334045192,4241.71759654834
4689574769321619968,6.267658239532206,-72.27057876654605,2441.67249755804
4689568893789389312,6.172065434987072,-72.4468329501671,2950.09960912478
4689568756353018624,6.002711899012312,-72.41010740355584,2090.48286295301
4689558482790600192,6.937517008089855,-72.48444547439311,2105.21769754164
4689568691926324608,6.040102466879002,-72.4200848405572,2393.01101089831
4689573158703718528,5.961895094763131,-72.32582250661147,3086.77917421393
4689572883825672192,6.006301626746996,-72.3405156259851,3721.65096553438
4689555012454948096,5.805219348039241,-72.5527065790378,3493.83334396161
4689577900347285120,7.013901675801011,-72.26208747705374,2701.77569695536
4689549897149674368,6.065534003396516,-72.66004355244698,1583.44184912413
4689574322644478848,6.0890070392073765,-72.33303124406366,1833.66867571297
4689572849465934208,6.031115641101165,-72.34377084851023,2059.65160677584
4689559998923743488,6.994282470392279,-72.40127256888339,4023.07922047117
4689566836511800704,5.830597420940167,-72.51789221335545,2744.8963530806
4689575151568304384,6.298909756973896,-72.26522132161959,2159.55873812885
4689571848729469696,5.877000756163501,-72.40720245184335,1404.175777918
4689566866568084608,5.869805167792356,-72.5110902191152,1615.58335388455
4689568657566592512,5.979364191644923,-72.42351290971145,2511.26735367302
4689572986905027840,5.950736533037132,-72.33385286202474,1933.96417380373
4689574052045734144,6.304384538573097,-72.3157898295842,1736.35955679106
4689550958005750784,5.978853990044395,-72.62847659288947,2108.38187596124
4689574872384295296,6.299976377785021,-72.28746638253166,2504.77312768537
4689581301949978112,6.5856619531688585,-72.18956646749193,1995.36220288537
4689580030639721600,6.647174191885938,-72.2473100392182,2848.85220232067
4689580988438399744,6.534074626903799,-72.22405388656637,2981.28068853399
4689581297672669440,6.560471698367043,-72.19006261546099,2067.76314132741
4689555910114992128,6.1819652465067545,-72.53253686455015,1767.74507330049
4689576315494970752,6.792734337684334,-72.29685186754068,2141.06333597957
4689561025413305344,7.449706159967211,-72.364478323489,2176.05024876108
4689574185211364736,6.45896665728474,-72.28170213774544,2674.70699022777
4689552057519813888,6.421923981184341,-72.58585499963522,2016.04558150579
4689572643307650944,5.817431427478396,-72.3515447277573,3070.10447305591
4689572952545296128,5.86000269749727,-72.35578271075816,3862.88367269109
4689553157029072256,6.413257255508267,-72.53918016759147,2437.22634026707
4689562988209639552,6.964044864672281,-72.3842524731167,1926.76783471616
4689571440705558656,5.767092872514557,-72.41972577661355,1988.4437242112
4689559410501547136,6.72855148544867,-72.45932990408767,2137.93903049609
4689573880258023936,6.373079280456176,-72.31189286797913,2363.54699984501
4689555463438395008,5.975326068250762,-72.51372346696448,3336.91585335096
4689561025409371392,7.442474709369847,-72.37182864483589,2433.83033603164
4689557245838083328,6.324418660301306,-72.44129428943161,2527.70769190621
4689569516571318784,6.478210327318814,-72.40418786291725,2328.77524835766
4689574223855348608,6.493547942246233,-72.27125598200331,3266.78039921717
4689561884404831104,7.381923372745123,-72.3479275253635,1988.92220263943
4689573811538547712,6.38481423123396,-72.31390583256626,3998.28098411701
4689579751473586304,7.306682212786579,-72.13939972230348,1990.38857591842
4689568412753056128,6.009099512975337,-72.44792954641983,2192.8848685648
4689581301949978624,6.584414090762738,-72.19018059784403,2324.22423228266
4689547968708658432,5.2567745911703945,-72.50910924468415,2207.40514652787
4689574533093054336,6.214483481245424,-72.29504558353894,2504.97185540492
4689573296142536704,6.135948618688397,-72.36152323661115,4062.40172135608
4689575941842264704,6.757821931158897,-72.29729564863831,2998.95949496394
4689569516571318016,6.458576380601834,-72.40061553914107,3561.69446518986
4689581198882170880,6.550999513010934,-72.2149148249106,3123.79799839553
4689568004731736064,5.674823298545613,-72.49466614889506,1836.35830900635
4689555905808155008,6.192741256668033,-72.53578438460485,2828.82709241368
4689546319441167616,5.032060944563252,-72.55084499167471,2997.62611123044
4689575697019615360,6.590352683109657,-72.34931179099839,1958.22607815138
4689581332015445632,6.639611463755265,-72.18430741074387,3423.04175223589
4689577384951213440,6.850225288476724,-72.24931820579161,2491.8420205423
4689570513003701888,6.418071615246551,-72.35902741645357,4206.08221642724
4689567244524466688,5.934032421808581,-72.49790064435754,1864.02876235403
4689565663976089600,7.157287965405441,-72.30013564412617,1748.91471996682
4689557761234224896,6.505057445816278,-72.40339879002693,3106.17510556766
4689576899610524160,6.609211630615394,-72.28619896361124,2096.45954616583
4689574292574822400,6.47127802117278,-72.26397230059372,3796.16771687786
4689552194958437504,6.520043618522737,-72.56785308342313,2164.59511499329
4689552160598699392,6.455124345755225,-72.56407483063343,1979.99638597191
4689574563168363776,6.246065017933437,-72.28560037236745,1834.40762377701
4689569035523937280,6.266309541005644,-72.42952760393612,1736.18946780479
4689577006983350016,6.639928573195952,-72.27986412633253,1296.47753923552
4689569134324265728,6.185668380059802,-72.44033959695669,1735.90953641122
4689573742819074304,6.265633186256236,-72.30277616583989,3123.06364141604
4689569546626684160,6.5078877505192025,-72.39716830227025,2136.97250381427
4689549068222766720,5.838763651744844,-72.73610275937446,1922.86757699915
4689575151568283392,6.326805322550531,-72.25133829367289,4363.21398253452
4689559036839845888,6.667091819013178,-72.49401760131369,2896.85399792162
4689556489941338752,6.454198277935085,-72.47450167167163,2467.0171756078
4689558070471668992,6.824925382009591,-72.51810331083061,1990.05972502414
4689579996291331456,6.739114272942677,-72.23863207715515,2461.99659883379
