source_id,ra,dec,phot_g_mean_mag,bp_rp,pmra,pmdec
4689573085715052928,5.998145448953778,-72.3212229151348,18.963257,0.86458206,5.395934936552299,-1.5307502507627233
4689572054885533824,6.011276692108302,-72.35878511203327,18.13679,0.7758255,5.193618325902711,-2.476176455978333
4689578037786210816,7.109701127403053,-72.24149167884703,17.759403,0.7849102,5.667996713936336,-2.2476391373985547
4689563396233227904,6.627575249795776,-72.40615107284108,19.540064,-0.15563393,1.1043004703125607,-2.133179795580254
4689574876690408576,6.344657306067154,-72.28237265597956,18.023342,0.80394936,5.504130809091285,-2.320768008642942
4689567489346812288,5.996026614950201,-72.47516616868035,19.654665,1.0366096,3.8270582139364127,-1.998657174656492
4689572059191969408,6.003447791205176,-72.36755369760016,15.6085415,1.0684204,5.176485314695381,-2.490105623579054
4689571956112885760,5.957697108695911,-72.37495488762119,17.687258,0.81378746,5.20941463305527,-2.759454302138081
4689574842319309824,6.253018385184942,-72.25852490908913,18.248505,0.857008,4.770815872367064,-2.4796456305605483
4689580133718952320,6.586016353010836,-72.25210896738173,18.859968,0.9902687,4.832992520470856,-1.7976681202590388
4689576899608842368,6.60633820330876,-72.28211252954738,18.472694,0.8725395,5.031752462955319,-3.082597490586792
4689565457817694336,7.372108028276238,-72.27357617264194,19.784466,0.9724407,5.083843123692869,-2.824580934025077
4689577556749876224,6.887645556938655,-72.22144081236794,17.565178,0.77219963,5.291153531695024,-2.1775291246659405
4689547281516459264,5.393025755862837,-72.50517359717752,19.73107,1.2335281,1.764513763704144,-2.1240044471058472
4689567004003694592,5.779059262549753,-72.51022458811312,18.580519,1.2487259,0.0328578887678137,-1.3428693603589406
4689564225171514240,6.8128390539258135,-72.33423464918293,17.126308,0.8102493,5.236052584082464,-2.055814794669976
4689569619650503040,6.552342235095057,-72.37246370501435,19.71184,1.0640812,5.380366414650704,-2.3589933241251164
4689570749215474944,6.349232974664491,-72.34977523243263,17.40795,0.75421715,5.183766443888596,-2.4077336672413026
4689575048489041792,6.510252428198313,-72.24772507504629,19.828037,1.0908031,6.678981761026921,-1.634520607838822
4689574120776186368,6.311748096233913,-72.29947119021735,17.559895,0.7684269,5.222563581161519,-2.169180815847901
4689570336898548480,6.2113001164184265,-72.3788240780542,17.630556,0.75616264,5.623813066525969,-2.2950093113686334
4689574395654137088,6.086020318108281,-72.32126921636704,16.82448,0.99133873,4.89189048005774,-2.492280191068898
4689580958352632576,6.615810398188133,-72.2253426184194,17.003653,0.8651314,6.1422996989238365,-2.3605788364999847
4689573433581463424,6.244226551587536,-72.33981225659112,19.70361,1.0219955,5.502978880478755,-1.7456293187666818
4689571956112883072,5.965585282579264,-72.36733894020028,15.490521,1.0794792,4.848836508318079,-2.654107891709573
4689575117208514816,6.476961881849701,-72.24042925295028,18.909594,1.0352135,3.484692227938143,-0.8009109372564693
4689569963247933440,6.211362724540286,-72.40147703504881,18.55834,0.88767433,4.9213475374564,-2.479027575190985
4689579820189664512,6.576726672702338,-72.28016013368651,20.096222,1.0242443,5.7429497763253545,-3.449079053839406
4689570027660863232,6.176365251319313,-72.395774197686,18.536465,0.8719902,5.360089445463292,-3.4384813119078865
4689558036113981952,6.778990949301264,-72.51645978373239,19.567455,1.2089481,-0.893789825811312,-1.2547889340605891
4689570753521876096,6.33474190511972,-72.35546984055408,15.866284,1.0752239,5.49009307738732,-2.867142743228333
4689569997596667776,6.137781263988575,-72.4054786338892,20.822472,1.5150928,6.982934410179835,-3.559363767835727
4689569684063477760,6.391760681904436,-72.39060162631563,18.417505,0.8367996,5.882881670324362,-1.676634959976667
4689570375553453952,6.267873700300904,-72.37122313199971,19.157923,1.01474,5.846686573191364,-1.4800915965420174
4689575048489038848,6.499705687152346,-72.24403068648186,17.411684,0.7854347,5.106176905925739,-3.0520707290338227
4689574116486824832,6.345325879544392,-72.29408939425409,20.105455,1.0184326,4.739548234493654,-2.7547980283927798
4689572570281608192,5.821732075157498,-72.3644322885388,18.668133,0.9199753,4.843505654290024,-1.4861219233514833
4689573223116578176,6.115093511444123,-72.37940567582196,19.805344,0.03660202,5.175276784136141,-3.4577502838859755
4689563636767295872,6.658017052352255,-72.38627608053241,19.647863,1.1003551,5.519965860995209,-3.0681378261928884
4689574876690411648,6.324845290088189,-72.2821101464718,18.071775,0.8426552,5.214720560315316,-3.573121067515673
4689579961931627776,6.645416286965819,-72.26212861941893,16.499811,1.0123405,5.5640331689708695,-2.4615686119921456
4689573566735768448,6.111268097306188,-72.33489938849134,18.482704,0.8242798,4.684929927552243,-2.504448682429024
4689552882153800448,6.416232310305574,-72.5670527632766,20.346123,1.0424519,1.0852358664791764,-0.696697387677049
4689581057138937216,6.669965377860707,-72.2138886406044,19.37592,0.945385,5.010230321450245,-2.5567703186564463
4689553225750926976,6.389972271917278,-72.53037623266829,19.3735,0.85507965,0.5195158771229123,-1.3035670238889725
4689573498016292224,6.1148689466461255,-72.35231283381778,19.028362,0.8457184,4.992175274272784,-2.26865181136186
4689574322650012800,6.111657274847481,-72.32478221483628,18.620234,,5.151968955016288,-1.983206881661566
4689558860747741696,6.97447988216628,-72.45265844548605,19.538912,0.9497776,0.4485197098857256,-1.437763181122108
4689565908798608256,7.059879213510024,-72.28123430119868,18.139519,1.2374592,0.6371210827431999,-1.6236241005310712
4689580163785900800,6.548026928726543,-72.24485581009522,17.876373,0.7518921,5.563668531810407,-2.4500316386939702
4689563774188521472,6.748449761080432,-72.3620507137505,19.01803,0.8805275,5.473023209759245,-2.2539596068222707
4689561918764598144,7.464427313330139,-72.32582218325345,19.077658,0.8773079,0.5360812814895195,-1.742536792272683
4689572368429751808,5.802620912375363,-72.3858933934777,16.034048,1.0697317,5.339988140635285,-2.336643618457561
4689548247881026688,5.268253329906979,-72.48621595272867,19.57687,0.9742756,4.487971915031249,-2.4744853516797747
4689573257497020672,6.200138384178744,-72.36460600040498,19.615738,1.0746708,6.111816232867628,-3.338240945045798
4689548827704720128,5.413218084149116,-72.44343305845874,19.754456,1.0161095,4.7737091402319445,-2.060633218019562
4689557142758824192,6.296502805035495,-72.46619071364006,19.450539,1.0108356,0.6898921040815712,-0.9394458382874502
4689578450103045760,7.214163524141152,-72.2195069988866,13.891126,1.0328951,5.517720524397293,-2.3920672802539182
4689577419310956672,6.784526857152524,-72.24587968854424,19.782526,1.1980114,4.694972822584225,-2.529119590133351
4689553363187546496,6.523104549015663,-72.50133469095668,17.077612,0.8471813,5.603549915903767,-2.6026622301566085
4689566351169198720,7.267032299884535,-72.25196176489744,19.166681,0.99279785,0.2186885363919521,-1.5404592788358535
4689555635225793280,6.1803399361557885,-72.56171810534144,20.546564,,-2.144586221725518,-0.1313808533005969
4689547212794405888,5.257356957102181,-72.51430530983872,18.875881,1.2098446,0.333135003785455,-1.0236942113275618
4689573704153106176,6.232389529555753,-72.31254004128779,18.021059,0.8167267,5.736051735046259,-2.2689002964629026
4689559994617194624,6.991856438421326,-72.39938459666493,17.16849,0.79987526,5.38613145388347,-2.694266396838908
4689562262359838720,6.67303893797332,-72.45780197219186,18.676096,0.858181,6.101501678073486,-2.4456098845335648
4689574769326741504,6.251865481939218,-72.27499697256975,17.991917,0.80280495,5.969086784316985,-2.377500246487183
4689555154189456896,5.965913283197782,-72.53927441810055,18.061491,0.7911377,2.703562034787946,-1.194225011599321
4689563911627465088,6.882962156033873,-72.36154319959357,18.08164,0.7802315,5.33047038144712,-3.105996564985667
4689575151568292736,6.327781632686215,-72.25927149921183,17.305744,0.77435875,5.313810546446363,-2.556516127487284
4689573841592059520,6.352045760086647,-72.30931807475122,17.58228,0.773756,5.647549482245557,-1.905406777509284
4689563263087509632,6.950277384757988,-72.35685543121797,18.631302,0.81978035,5.080553626319733,-2.576708736554043
4689569207333693568,6.217053834243604,-72.41300722063781,13.885302,1.0519495,5.2486969854010574,-2.797719878292944
4689568550192025216,5.911843622816006,-72.44317965444854,19.339897,0.94527245,0.3017070473988459,-2.283715322731006
4689574391347866880,6.125653743848644,-72.31725787163688,18.460896,0.8332901,4.8924921966897,-2.622051472947564
4689581022777704192,6.582031137749955,-72.21529827588344,18.070265,0.8070202,5.485808369051799,-2.643636575489563
4689575456499574272,6.613520236217801,-72.3650751247377,17.004858,0.9350033,5.449547410583866,-3.038815475633178
4689575014129339904,6.408008345948209,-72.2693022399581,15.397055,1.109952,5.440155462519699,-2.3079915449009927
4689561579471639040,7.232773895547496,-72.3604570916814,17.554829,0.76836014,5.241512188015894,-1.6961223569981687
4689574666225878784,6.092983265205273,-72.29004411851693,18.12997,0.81274796,5.349872649775425,-2.5362041998596583
4689575319061104640,6.4755607571757805,-72.22809068608366,18.78345,0.8925266,4.828886820285688,-2.8564764655018355
4689574258215095936,6.421410748572511,-72.27092886922892,17.080574,0.8814182,5.595260799975545,-2.4961338621684344
4689560067631939968,7.122107482603716,-72.45969181910844,18.62606,0.8985596,5.161395160091612,-2.358338617253683
4689572845159584128,6.069045663227038,-72.33545546492272,17.976082,0.79632187,5.346382867929314,-2.00205209060963
4689575662675840896,6.748860233881041,-72.3339571871131,19.068396,0.9167328,4.7284895677899765,-2.6981351840522643
4689576319799392768,6.773299814517314,-72.30490293955074,19.394094,1.0050316,0.307449536984786,-1.4483445378957986
4689579274736747264,7.2261241377304595,-72.18772029896952,19.945879,0.97271156,-0.3027098684267536,0.1849266817029111
4689572432842596864,5.717265260012479,-72.38909375399156,18.842346,0.93058205,4.972793343461412,-2.627843118101296
4689558207910630272,6.719555763705892,-72.51510353569395,17.743992,0.7596226,5.141097488987203,-2.644906946124573
4689575117197156608,6.4540312001233815,-72.24141957540267,18.973047,0.95132256,5.038174103321314,-1.1236567712979129
4689577075702251520,6.772853565678643,-72.28221060851496,17.047071,0.8556347,6.223224649450313,-2.5441490599079875
4689565736999912064,7.153544416008697,-72.28692311940537,13.829383,1.0131311,5.638874966314018,-2.466494913673493
4689580473023390336,6.8342137532829526,-72.21547179981927,19.319305,1.0699883,5.419371273714719,-2.041734306690949
4689569310412907264,6.231945923460275,-72.40932393189784,18.220634,0.7811222,5.265090494162796,-2.257200090918297
4689547079649925888,5.3739772965006845,-72.5213023708427,19.578854,1.075037,0.3218780035696343,-1.445719023934565
4689546663041159296,5.049753356217255,-72.50864816266936,19.405977,0.9346161,5.343641666919841,-2.553837138217626
4689579343456217984,7.2182438910905,-72.17334904757715,13.784081,1.098917,5.560791275119142,-2.1502335892232085
4689566591692802048,7.390022465196404,-72.21906221798986,20.419338,0.095365524,2.6380062842011704,-3.411512333413921
4689581160233938560,6.714692123432966,-72.18120981677697,20.084684,1.0550861,4.612413888654006,-2.573334728180665
4689579888906115968,6.544414662928567,-72.27472328486834,17.325205,0.7739506,5.453210778983229,-2.12164876661642
4689569997607681152,6.129907783237966,-72.41154117769041,17.306147,0.7726879,5.458435262202896,-2.6784950799432186
4689550099016270336,6.149213502464852,-72.63006403658898,20.439959,0.91550064,-0.8403765313175003,-0.8134516335099983
4689576869555213824,6.563150580184946,-72.28813435226732,19.938469,1.0599251,5.22243811110373,-2.7013946935990942
4689573326217601280,6.187710663575142,-72.35223283833943,18.306839,0.794199,5.321970523144121,-2.0386179532581488
4689574258215098368,6.409865397006426,-72.27138702714697,17.596567,0.78541565,4.8983560418275385,-2.7189973194319306
4689575284703056384,6.4099806017692655,-72.24019320458608,18.58015,0.84591484,4.937334085066445,-3.369722594775586
4689575800098846592,6.60208973977724,-72.33413618695334,19.535652,1.034359,4.87563831350834,-2.313536304386424
4689568721990780416,6.055228891877549,-72.40980297438387,16.90964,0.8291588,5.313972721088959,-2.5597527375553373
4689565595254726400,7.017536950268558,-72.32788043072195,18.821726,0.9249611,5.297041132559592,-2.758205639461369
4689557692518654336,6.475411011374102,-72.42292098679137,20.696543,1.1476555,9.271922572088275,-4.357295880613158
4689573914606406784,6.441677775764804,-72.3034985216108,18.10596,0.7311306,5.972770310937406,-3.1002495377963477
4689571784314075136,5.997212802327457,-72.39417739569792,16.469315,1.0418949,5.367645343429373,-2.5545818465417374
4689545357368460800,5.191115260739343,-72.57298278598675,19.120678,1.0755844,1.1859563733699172,-1.6672230980785483
4689570886671756160,6.469707614179421,-72.32779717667864,19.246014,0.924284,0.9143637801064451,-1.5329172339900567
4689570817951923200,6.339539344542228,-72.34735859624911,19.56998,0.8768749,5.465357872835082,-1.2894640747838886
4689577384951226240,6.814275441342801,-72.25760788927633,17.450745,0.74895096,5.609975609202904,-2.322205674281044
4689573845898298880,6.309314149315321,-72.31824626580602,13.904742,1.0886068,5.537099132850106,-2.697933925143732
4689581508119764352,6.791208618050814,-72.17790624046015,17.047415,0.89518356,5.244775405147395,-2.372907317266167
4689580713557381120,6.749397601769969,-72.20824361308216,17.744036,0.75782967,5.329836461547436,-1.7737675646133324
4689571853033676800,5.887895115183073,-72.40118070290929,13.858209,1.0560455,5.493249406158498,-2.524514448440789
4689572265350537600,5.7871999886172185,-72.39100334711144,17.726479,0.77762985,5.162429048980502,-2.3214090685084137
4689555562210821120,6.050457030271943,-72.50023923262103,17.409863,0.77166176,4.919197216278128,-2.6410116143476148
4689570165101975040,6.271532731802129,-72.38380761714993,19.338783,0.94945526,0.9900732226164728,-1.319432635571517
4689579510955414144,7.390756922980436,-72.144550656288,17.689062,0.7832756,5.168336026142147,-2.476652873026684
4689568795016837376,6.073723001784943,-72.40312634514127,18.02652,0.80132866,5.522194501985829,-2.699837820562571
4689579510955414272,7.355896192659257,-72.14533401583918,18.853758,0.9126377,5.389911186400136,-2.662601908927911
4689567416320595712,6.093634690443432,-72.47233499688411,19.121819,1.199398,0.1195887520576759,-1.2457064327618164
4689559822820423040,6.843644058416448,-72.43815326942791,19.421183,0.9502373,0.5993091870189334,-1.7189307212685925
4689581297672654592,6.5502245878146335,-72.19146510029572,18.928795,0.9671383,5.038002528973997,-2.719451818489379
4689563533670293248,6.713760502894529,-72.38858874547424,17.904396,0.8401127,5.606964528234112,-2.48730058637606
4689555252973130880,6.103956461827744,-72.53274558531645,19.41985,1.4953728,12.986298466713816,2.990604703028211
4689557829955533568,6.676245420246791,-72.55991095757149,20.28085,1.03442,3.98905569748541,-2.669113914302419
4689579614048141696,7.1818859645579485,-72.16320107636156,19.740442,0.7255726,1.2685320785402503,-1.4393783527975106
4689574219571103872,6.49181417836342,-72.27208941352568,18.965706,0.9233074,-0.6371402285572028,-1.2446621920378276
4689580232503628800,6.651695582443306,-72.2431122758921,18.572367,0.83680344,4.452546583738086,-2.271137570402272
4689580236809510016,6.633817039591662,-72.2364893975909,17.152813,0.8007469,4.645573349032119,-2.8689501802124404
4689573811538550784,6.4047042098872655,-72.31836899781817,16.165482,0.95713806,5.323734908209612,-2.4194678113439205
4689572162271328896,5.716123977909416,-72.41102091218062,18.756367,0.85479546,4.383180897480631,-2.990394101179961
4689567592426127232,6.057688572824229,-72.45957796189344,15.718139,1.0938911,5.003062912656074,-2.336983302490155
4689574288268826496,6.509971268940205,-72.25998771934964,18.463194,0.8596802,5.460830765328677,-2.211592840889667
4689578312664076928,7.362426632784641,-72.20854196322298,14.849253,1.1408863,5.112854554837759,-2.245097410716909
4689573257498131840,6.18766611987347,-72.36057951708943,19.585335,1.2818089,5.109099039763263,-2.164658622920708
4689575112923088384,6.455682917343354,-72.24240494039525,18.149378,0.7905464,4.623354670453642,-2.228191732226651
4689580236809511168,6.625741473708056,-72.23707279860824,13.622131,1.2708893,5.752510437534419,-2.3662766508064976
4689575387780658176,6.443903519299988,-72.21500565332096,17.51847,0.79823685,5.252100702027585,-2.8459240957723733
4689579991987020160,6.718656150987837,-72.24622085559345,19.712925,0.97501564,5.787942585737085,-3.018270542752412
4689552710369473792,6.233090965350826,-72.56280932997133,18.232985,0.77017975,4.999549519908312,-2.576311067545432
4689551473404259328,6.397397111289643,-72.6079334217432,19.302336,1.1272697,-0.4418490911477966,-1.5754621937100777
4689557731169743488,6.520391119701007,-72.41007978684041,19.145706,1.0098248,3.686189556116389,-1.5029467598351194
4689565496481691776,7.407831157405097,-72.25691512662448,16.955004,0.9796314,5.6007892567667295,-2.56253628974639
4689550958013605632,5.977433277496338,-72.63032310735363,18.095232,1.2381611,0.7357377463873294,-1.0404845399377978
4689579304796014336,7.265716745420834,-72.17610947125365,20.253,0.5591259,1.80668991295512,-2.596721581846228
4689574155124555520,6.376018142228739,-72.28345632593278,18.11703,0.8034134,5.436447048715827,-2.811539934797827
4689581130151302912,6.6212237034312045,-72.20574760366542,18.15364,0.7949276,5.085420660310903,-2.8151219437122204
4689576835195476224,6.604143499131281,-72.29323548325448,17.4918,0.7787609,5.547232057311339,-2.754580155139429
4689562988220975360,6.927929948337177,-72.38721992864133,17.36957,0.77653694,5.429928708800006,-2.474492187335505
4689574185189548416,6.449019200851226,-72.27700938565667,17.366982,0.7690449,4.989815001205844,-2.1969715671698973
4689551988800006144,6.523641028113029,-72.57565556265942,19.344372,0.9345169,2.4366208738806163,-1.1721668116905863
4689561545111930624,7.171629925770199,-72.38040053601895,12.94023,1.3015718,5.257756283512187,-2.3262167744614053
4689546216361953920,4.86261427294347,-72.55388459795185,18.275145,0.88394356,5.253678711238037,-2.452164974584696
4689544945056728704,4.8117404932919285,-72.62657065939598,19.04223,1.0519943,4.707566477607498,-2.3833764319523145
4689570890949464960,6.442476379892064,-72.32717518559016,18.972075,0.9011879,4.765659968364176,-2.522604710931414
4689581538196362112,6.743013317652267,-72.17615020305772,20.203682,1.0108204,6.313745706795177,-0.9842812539984028
4689557486356268672,6.506964140751949,-72.42820587727851,17.651731,0.82429504,5.445347059284846,-2.274437527996605
4689573674099610624,6.268528994858635,-72.3178722538549,17.870611,0.81114197,5.0905945692155,-2.174623850794441
4689578862419913344,7.08672311759549,-72.21810710567584,14.351205,1.152381,1.946526332091353,-4.0252824561518885
4689574185211364608,6.457408380684015,-72.28035733214928,18.236866,0.7255497,5.334320415480881,-1.6378383704450028
4689553363189565056,6.534844955914165,-72.50219332773172,20.028196,1.0193405,6.123052013323055,-1.8343742621348464
4689573708459349632,6.222966849558978,-72.3131802508359,18.21065,0.8186188,5.191757287325112,-2.652902446654005
4689576487313966464,6.951746057251493,-72.2617542165512,14.229534,1.1893511,5.725705617997194,-2.166767485406891
4689549480536963072,5.913117848229798,-72.68960714915801,19.679693,1.2011166,5.144194050537244,-2.97401292682505
4689554256540662144,5.933895187705153,-72.59173775692891,17.588802,0.7799988,5.31884011117243,-2.256635230010296
4689568790710260352,6.045084247759706,-72.40816524427822,18.039064,0.8260212,5.082521109786292,-2.843745853606966
4689552714648224256,6.237516802537351,-72.56707919117903,20.792469,,0.6666944500684244,3.548050591927949
4689578896779633920,7.181180234540303,-72.1980482874625,17.44266,0.8096123,5.118258398221818,-2.498386812214609
4689578931127985792,7.122145749370371,-72.20340500590017,20.710005,,-2.142673148789255,-2.9615501197280616
4689580885338864768,6.893275210145073,-72.16974466803288,17.595493,0.76107216,6.045310724219487,-2.4521383244190287
4689569722718436992,6.331721138487929,-72.39557879435172,18.77958,0.88067245,5.2542678412898445,-2.496926284721326
4689554256540663680,5.952079257060989,-72.58832631501467,18.436947,1.0758991,13.485140725661768,-1.105843639266848
4689575941842284416,6.710135018733622,-72.30963549174304,17.029852,0.90506744,5.573430215482284,-2.4049407673998595
4689574597528059264,6.112451998466649,-72.2972110654921,18.610224,,5.42348184779262,-2.33441110681444
4689547487674901120,5.5200979949149085,-72.48774935320394,19.366638,1.0137768,1.6474926225881352,-1.2906176421043012
4689556734748709248,6.175072389509793,-72.5167365054886,18.850945,0.9617367,5.693175660841788,-2.296300316925518
4689573394915372416,6.295041815565618,-72.33803004854873,17.258587,0.7768669,5.521735005689501,-2.538406384473522
4689575014129325568,6.432126413647935,-72.25706893331467,15.053927,1.1277618,4.673851908690208,-2.531194887135562
4689572261046323840,5.751100775801301,-72.40951242043755,19.575344,1.1561737,-1.907369838693076,-0.2443760935923448
4689574941125614208,6.327125886238098,-72.26769313268922,19.230125,0.9925804,6.123248710849084,-2.388477166862626
4689551920080528000,6.529188293179415,-72.5827712823567,19.319834,0.97758484,-0.0891651461765813,-0.8589920923821595
4689575220276412928,6.306006846941695,-72.25222097096419,18.557018,,5.104316919678243,-2.4639105508992327
4689571711288027392,5.986831247778793,-72.40814777345005,18.494238,0.8909149,5.9113921585981295,-3.2310651522415474
4689581405040555392,6.639890909758696,-72.17175960761392,15.224421,1.0912476,5.5276936791965205,-1.9932968302186835
4689579377815950848,7.253446179186011,-72.16804043806157,12.145941,1.4389048,5.218669683936077,-2.416628533554245
4689565457815906688,7.344049232690967,-72.27404517335863,17.072607,0.84762955,4.469125869115861,-1.890583243123777
4689574601801217536,6.117247748895093,-72.29709742820678,18.268137,0.904953,5.8581356042332295,-2.434056211850809
4689562988209873792,6.95407638777341,-72.39063184772672,20.498396,0.86675835,2.608501487085609,-1.2758608207094313
4689576590371056768,6.567642524139583,-72.32380310168735,18.98841,1.0792599,4.482806999195165,-0.8477498352885666
4689570856601068672,6.374091552457643,-72.3346715084721,19.008305,0.91548157,5.225884430540859,-1.7519977273505452
4689563056940465024,6.853229070679807,-72.39403156054973,19.605915,0.7103615,0.8008608306560395,-0.1472769463791744
4689573948977692672,6.50717456884372,-72.29438613247743,19.953808,1.064848,0.6526434102202386,-0.6738420788129518
4689579579673934976,7.273424799117244,-72.15478742134864,19.374416,0.99030304,1.355225014447874,-0.5587217674386289
4689577110073324928,6.842416617859412,-72.26589990711084,17.12089,0.82146454,5.530601922639718,-2.395921954596126
4689576521653593472,6.543128634278543,-72.33015353724274,18.567816,0.86845016,5.766967799416007,-2.264177754765111
4689580271169232000,6.705009684804895,-72.227742541708,18.531948,0.9165611,5.696474311797712,-2.853301940914911
4689575662658109824,6.764568669757006,-72.32141316503038,18.077703,0.7907295,5.907288258557487,-2.3445748664354
4689563915933892992,6.87826104002312,-72.36376990180108,17.32678,0.7719612,5.4100823577215404,-2.442523629621843
4689573364850969088,6.235411523340552,-72.35645127335039,20.522816,1.1934242,5.115151616067479,-4.982847003022752
4689570714855806080,6.522518875435526,-72.32208524209513,18.938816,0.9175129,4.315736633904583,-3.50973296559608
4689579751473591680,7.301547875389337,-72.1317745043543,17.624582,0.8126526,5.74251247897547,-2.426109093954435
4689580438684801408,6.7849652521338895,-72.21657940634758,20.242506,0.7421608,3.582494285552225,-3.440548065774431
4689555807035770880,6.361578745462088,-72.52754869107991,18.806501,1.1466331,1.2832674715868904,-1.4643697646944518
4689577483726127104,6.871956045884345,-72.24458746242901,20.588327,1.2741089,7.512478788689032,-2.2563077415245334
